y;ds
1.61;2024-03-22 13:40:00
1.61;2024-03-22 13:45:00
1.61;2024-03-22 13:50:00
1.612;2024-03-22 13:55:00
1.612;2024-03-22 14:00:00
1.612;2024-03-22 14:05:00
1.606;2024-03-22 14:10:00
1.6;2024-03-22 14:15:00
1.61;2024-03-22 14:20:00
1.594;2024-03-22 14:25:00
1.592;2024-03-22 14:30:00
1.592;2024-03-22 14:35:00
1.606;2024-03-22 14:40:00
1.606;2024-03-22 14:45:00
1.6;2024-03-22 14:50:00
1.6;2024-03-22 14:55:00
1.6;2024-03-22 15:00:00
1.6;2024-03-22 15:05:00
1.6;2024-03-22 15:10:00
1.596;2024-03-22 15:15:00
1.592;2024-03-22 15:20:00
1.586;2024-03-22 15:25:00
1.582;2024-03-22 15:30:00
1.596;2024-03-22 15:35:00
1.596;2024-03-22 15:40:00
1.594;2024-03-22 15:45:00
1.586;2024-03-22 15:50:00
1.586;2024-03-22 15:55:00
1.586;2024-03-22 16:00:00
1.586;2024-03-22 16:05:00
1.588;2024-03-22 16:10:00
1.584;2024-03-22 16:15:00
1.584;2024-03-22 16:20:00
1.58;2024-03-22 16:25:00
1.58;2024-03-22 16:30:00
1.582;2024-03-22 16:35:00
1.58;2024-03-22 16:40:00
1.58;2024-03-22 16:45:00
1.58;2024-03-25 09:00:00
1.586;2024-03-25 09:05:00
1.586;2024-03-25 09:10:00
1.6;2024-03-25 09:15:00
1.608;2024-03-25 09:20:00
1.588;2024-03-25 09:25:00
1.588;2024-03-25 09:30:00
1.588;2024-03-25 09:35:00
1.588;2024-03-25 09:40:00
1.586;2024-03-25 09:45:00
1.596;2024-03-25 09:50:00
1.606;2024-03-25 09:55:00
1.584;2024-03-25 10:00:00
1.584;2024-03-25 10:05:00
1.584;2024-03-25 10:10:00
1.594;2024-03-25 10:15:00
1.586;2024-03-25 10:20:00
1.59;2024-03-25 10:25:00
1.59;2024-03-25 10:30:00
1.59;2024-03-25 10:35:00
1.592;2024-03-25 10:40:00
1.592;2024-03-25 10:45:00
